subject_number	image_id	region	dvFix	fCentr	fLumin
201.0000000000	111	45.0000000000	0.0000000000	0.8556769867	0.5212725224
201.0000000000	111	46.0000000000	0.0000000000	0.8902426432	0.2757899957
201.0000000000	111	47.0000000000	0.0000000000	0.9364345251	0.5287088623
201.0000000000	111	48.0000000000	0.0000000000	0.9719651294	0.3859455811
201.0000000000	112	1.0000000000	0.0000000000	0.9712645695	0.8526394985
201.0000000000	112	2.0000000000	0.0000000000	0.9350233460	0.8660858616
201.0000000000	112	3.0000000000	0.0000000000	0.8881112085	0.7391466200
201.0000000000	112	4.0000000000	0.0000000000	0.8532745578	0.8018244736
201.0000000000	112	5.0000000000	0.0000000000	0.8534742762	0.8524314813
201.0000000000	112	6.0000000000	0.0000000000	0.8885674864	0.7632354985
201.0000000000	112	7.0000000000	0.0000000000	0.9354643657	0.7837379278
201.0000000000	112	8.0000000000	0.0000000000	0.9715372510	0.9405418291
201.0000000000	112	9.0000000000	0.0000000000	0.9037579109	0.8696161538
201.0000000000	112	10.0000000000	0.0000000000	0.7823770577	0.8494393154
201.0000000000	112	11.0000000000	1.0000000000	0.6252566648	0.7263429459
201.0000000000	112	12.0000000000	0.0000000000	0.5085800746	0.6923682982
201.0000000000	112	13.0000000000	0.0000000000	0.5092489814	0.5353922214
201.0000000000	112	14.0000000000	1.0000000000	0.6267848527	0.6308062311
201.0000000000	112	15.0000000000	1.0000000000	0.7838541419	0.4954942708
201.0000000000	112	16.0000000000	0.0000000000	0.9046711887	0.5955260195
201.0000000000	112	17.0000000000	0.0000000000	0.8241344072	0.4876650943
201.0000000000	112	18.0000000000	0.0000000000	0.6023321180	0.4659626594
201.0000000000	112	19.0000000000	0.0000000000	0.3152220679	0.5242727073
201.0000000000	112	20.0000000000	1.0000000000	0.1020159967	0.4018645374
201.0000000000	112	21.0000000000	0.0000000000	0.1032383070	0.3547880757
201.0000000000	112	22.0000000000	1.0000000000	0.3180145640	0.5498104218
201.0000000000	112	23.0000000000	0.0000000000	0.6050312311	0.2074489713
201.0000000000	112	24.0000000000	0.0000000000	0.8258032627	0.2183339987
201.0000000000	112	25.0000000000	1.0000000000	0.8246663706	0.3937704080
201.0000000000	112	26.0000000000	0.0000000000	0.6035349955	0.3155492548
201.0000000000	112	27.0000000000	0.0000000000	0.3172934042	0.4057474909
201.0000000000	112	28.0000000000	0.0000000000	0.1047322450	0.3366112423
201.0000000000	112	29.0000000000	1.0000000000	0.1059508580	0.4003963151
201.0000000000	112	30.0000000000	0.0000000000	0.3200774535	0.5142875760
201.0000000000	112	31.0000000000	1.0000000000	0.6062259442	0.6942571779
201.0000000000	112	32.0000000000	0.0000000000	0.8263301781	0.7007981768
201.0000000000	112	33.0000000000	0.0000000000	0.9046286195	0.3198524527
201.0000000000	112	34.0000000000	1.0000000000	0.7843459070	0.4029449592
201.0000000000	112	35.0000000000	0.0000000000	0.6286469927	0.4609407830
201.0000000000	112	36.0000000000	0.0000000000	0.5130259834	0.3782588607
201.0000000000	112	37.0000000000	0.0000000000	0.5136888386	0.5084898900
201.0000000000	112	38.0000000000	0.0000000000	0.6301613550	0.4729915887
201.0000000000	112	39.0000000000	0.0000000000	0.7858096279	0.4224385646
201.0000000000	112	40.0000000000	0.0000000000	0.9055336348	0.4058020273
201.0000000000	112	41.0000000000	0.0000000000	0.9716965472	0.1755149715
201.0000000000	112	42.0000000000	0.0000000000	0.9360001353	0.2666555507
201.0000000000	112	43.0000000000	0.0000000000	0.8897932245	0.2969612665
201.0000000000	112	44.0000000000	0.0000000000	0.8554802706	0.2220535143
201.0000000000	112	45.0000000000	0.0000000000	0.8556769867	0.4848831147
201.0000000000	112	46.0000000000	0.0000000000	0.8902426432	0.3971831637
201.0000000000	112	47.0000000000	0.0000000000	0.9364345251	0.2549719006
201.0000000000	112	48.0000000000	0.0000000000	0.9719651294	0.1665814554
201.0000000000	129	1.0000000000	0.0000000000	0.9712645695	0.0156850866
201.0000000000	129	2.0000000000	0.0000000000	0.9350233460	0.3515955765
201.0000000000	129	3.0000000000	0.0000000000	0.8881112085	0.2822822747
201.0000000000	129	4.0000000000	0.0000000000	0.8532745578	0.1239254782
201.0000000000	129	5.0000000000	0.0000000000	0.8534742762	0.1691713367
201.0000000000	129	6.0000000000	1.0000000000	0.8885674864	0.3932895750
201.0000000000	129	7.0000000000	0.0000000000	0.9354643657	0.2753733749
201.0000000000	129	8.0000000000	0.0000000000	0.9715372510	0.0336550372
201.0000000000	129	9.0000000000	0.0000000000	0.9037579109	0.3781927145
201.0000000000	129	10.0000000000	0.0000000000	0.7823770577	0.2935505572
201.0000000000	129	11.0000000000	1.0000000000	0.6252566648	0.5296346877
201.0000000000	129	12.0000000000	1.0000000000	0.5085800746	0.5190788533
201.0000000000	129	13.0000000000	1.0000000000	0.5092489814	0.6421190779
201.0000000000	129	14.0000000000	1.0000000000	0.6267848527	0.5639438184
201.0000000000	129	15.0000000000	1.0000000000	0.7838541419	0.7214953482
201.0000000000	129	16.0000000000	0.0000000000	0.9046711887	0.4248534610
201.0000000000	129	17.0000000000	1.0000000000	0.8241344072	0.4199137002
201.0000000000	129	18.0000000000	0.0000000000	0.6023321180	0.4500320310
201.0000000000	129	19.0000000000	0.0000000000	0.3152220679	0.3057933826
201.0000000000	129	20.0000000000	1.0000000000	0.1020159967	0.1814446414
201.0000000000	129	21.0000000000	1.0000000000	0.1032383070	0.2419753430
201.0000000000	129	22.0000000000	0.0000000000	0.3180145640	0.4604859194
201.0000000000	129	23.0000000000	1.0000000000	0.6050312311	0.6182946641
201.0000000000	129	24.0000000000	0.0000000000	0.8258032627	0.5171824105
201.0000000000	129	25.0000000000	0.0000000000	0.8246663706	0.7119339028
201.0000000000	129	26.0000000000	0.0000000000	0.6035349955	0.5087035056
201.0000000000	129	27.0000000000	0.0000000000	0.3172934042	0.4706058025
201.0000000000	129	28.0000000000	0.0000000000	0.1047322450	0.2642635813
201.0000000000	129	29.0000000000	0.0000000000	0.1059508580	0.3080171978
201.0000000000	129	30.0000000000	1.0000000000	0.3200774535	0.7298379724
201.0000000000	129	31.0000000000	0.0000000000	0.6062259442	0.5801761761
201.0000000000	129	32.0000000000	0.0000000000	0.8263301781	0.6485996062
201.0000000000	129	33.0000000000	0.0000000000	0.9046286195	0.6239321865
201.0000000000	129	34.0000000000	0.0000000000	0.7843459070	0.4293514602
201.0000000000	129	35.0000000000	1.0000000000	0.6286469927	0.4298786640
201.0000000000	129	36.0000000000	1.0000000000	0.5130259834	0.5182337283
201.0000000000	129	37.0000000000	0.0000000000	0.5136888386	0.4899624069
201.0000000000	129	38.0000000000	0.0000000000	0.6301613550	0.6293793735
201.0000000000	129	39.0000000000	0.0000000000	0.7858096279	0.6656946978
201.0000000000	129	40.0000000000	0.0000000000	0.9055336348	0.5839135107
201.0000000000	129	41.0000000000	0.0000000000	0.9716965472	0.4726377798
201.0000000000	129	42.0000000000	0.0000000000	0.9360001353	0.4163911537
201.0000000000	129	43.0000000000	0.0000000000	0.8897932245	0.2700773798
201.0000000000	129	44.0000000000	0.0000000000	0.8554802706	0.5213066503
201.0000000000	129	45.0000000000	0.0000000000	0.8556769867	0.5040069187
201.0000000000	129	46.0000000000	0.0000000000	0.8902426432	0.4191573244
201.0000000000	129	47.0000000000	1.0000000000	0.9364345251	0.4590312266
201.0000000000	129	48.0000000000	0.0000000000	0.9719651294	0.4248206401
201.0000000000	149	1.0000000000	0.0000000000	0.9712645695	0.4325526178
201.0000000000	149	2.0000000000	0.0000000000	0.9350233460	0.1733052690
201.0000000000	149	3.0000000000	0.0000000000	0.8881112085	0.2719033297
201.0000000000	149	4.0000000000	0.0000000000	0.8532745578	0.3246918892
201.0000000000	149	5.0000000000	0.0000000000	0.8534742762	0.4995917952
201.0000000000	149	6.0000000000	0.0000000000	0.8885674864	0.4468397165
201.0000000000	149	7.0000000000	0.0000000000	0.9354643657	0.4897884546
201.0000000000	149	8.0000000000	0.0000000000	0.9715372510	0.4352254591
201.0000000000	149	9.0000000000	0.0000000000	0.9037579109	0.4692191047
201.0000000000	149	10.0000000000	1.0000000000	0.7823770577	0.2954014883
201.0000000000	149	11.0000000000	0.0000000000	0.6252566648	0.3799746793
201.0000000000	149	12.0000000000	0.0000000000	0.5085800746	0.3678066223
201.0000000000	149	13.0000000000	1.0000000000	0.5092489814	0.4891370185
201.0000000000	149	14.0000000000	1.0000000000	0.6267848527	0.4856160634
201.0000000000	149	15.0000000000	1.0000000000	0.7838541419	0.4382823252
201.0000000000	149	16.0000000000	0.0000000000	0.9046711887	0.4103305036
201.0000000000	149	17.0000000000	0.0000000000	0.8241344072	0.3018180760
201.0000000000	149	18.0000000000	0.0000000000	0.6023321180	0.2952253866
201.0000000000	149	19.0000000000	0.0000000000	0.3152220679	0.3422560596
201.0000000000	149	20.0000000000	0.0000000000	0.1020159967	0.3614399550
201.0000000000	149	21.0000000000	1.0000000000	0.1032383070	0.2916890169
201.0000000000	149	22.0000000000	0.0000000000	0.3180145640	0.2964459953
201.0000000000	149	23.0000000000	0.0000000000	0.6050312311	0.3216642135
201.0000000000	149	24.0000000000	1.0000000000	0.8258032627	0.4429149393
201.0000000000	149	25.0000000000	1.0000000000	0.8246663706	0.4723966652
201.0000000000	149	26.0000000000	1.0000000000	0.6035349955	0.4050432460
201.0000000000	149	27.0000000000	1.0000000000	0.3172934042	0.3063793835
201.0000000000	149	28.0000000000	0.0000000000	0.1047322450	0.3080930960
201.0000000000	149	29.0000000000	1.0000000000	0.1059508580	0.2228591652
201.0000000000	149	30.0000000000	0.0000000000	0.3200774535	0.1679497982
201.0000000000	149	31.0000000000	0.0000000000	0.6062259442	0.2342750756
201.0000000000	149	32.0000000000	1.0000000000	0.8263301781	0.4129982596
201.0000000000	149	33.0000000000	0.0000000000	0.9046286195	0.5314750318
201.0000000000	149	34.0000000000	0.0000000000	0.7843459070	0.4405297507
201.0000000000	149	35.0000000000	1.0000000000	0.6286469927	0.5376058711
201.0000000000	149	36.0000000000	1.0000000000	0.5130259834	0.5321750615
201.0000000000	149	37.0000000000	0.0000000000	0.5136888386	0.5215760104
201.0000000000	149	38.0000000000	1.0000000000	0.6301613550	0.5225689019
201.0000000000	149	39.0000000000	0.0000000000	0.7858096279	0.5030286768
201.0000000000	149	40.0000000000	1.0000000000	0.9055336348	0.4273326940
201.0000000000	149	41.0000000000	0.0000000000	0.9716965472	0.2983309205
201.0000000000	149	42.0000000000	0.0000000000	0.9360001353	0.4965998084
201.0000000000	149	43.0000000000	0.0000000000	0.8897932245	0.4058215186
201.0000000000	149	44.0000000000	0.0000000000	0.8554802706	0.4115147533
201.0000000000	149	45.0000000000	0.0000000000	0.8556769867	0.3787629533
201.0000000000	149	46.0000000000	0.0000000000	0.8902426432	0.2564854885
201.0000000000	149	47.0000000000	1.0000000000	0.9364345251	0.2093517171
201.0000000000	149	48.0000000000	1.0000000000	0.9719651294	0.5168898063
201.0000000000	150	1.0000000000	0.0000000000	0.9712645695	0.5621527669
201.0000000000	150	2.0000000000	0.0000000000	0.9350233460	0.4508583490
201.0000000000	150	3.0000000000	1.0000000000	0.8881112085	0.5320075783
201.0000000000	150	4.0000000000	0.0000000000	0.8532745578	0.6564352687
201.0000000000	150	5.0000000000	0.0000000000	0.8534742762	0.6389027536
201.0000000000	150	6.0000000000	0.0000000000	0.8885674864	0.6035807710
201.0000000000	150	7.0000000000	0.0000000000	0.9354643657	0.5533113011
201.0000000000	150	8.0000000000	0.0000000000	0.9715372510	0.6170014998
201.0000000000	150	9.0000000000	0.0000000000	0.9037579109	0.4998892814
201.0000000000	150	10.0000000000	0.0000000000	0.7823770577	0.4784004154
201.0000000000	150	11.0000000000	1.0000000000	0.6252566648	0.5265440489
201.0000000000	150	12.0000000000	0.0000000000	0.5085800746	0.4319578152
201.0000000000	150	13.0000000000	0.0000000000	0.5092489814	0.5560396211
201.0000000000	150	14.0000000000	0.0000000000	0.6267848527	0.5550687900
201.0000000000	150	15.0000000000	0.0000000000	0.7838541419	0.4771429611
201.0000000000	150	16.0000000000	1.0000000000	0.9046711887	0.6129430057
201.0000000000	150	17.0000000000	1.0000000000	0.8241344072	0.4185474419
201.0000000000	150	18.0000000000	1.0000000000	0.6023321180	0.4351051579
201.0000000000	150	19.0000000000	0.0000000000	0.3152220679	0.3845864868
201.0000000000	150	20.0000000000	1.0000000000	0.1020159967	0.5130415874
201.0000000000	150	21.0000000000	1.0000000000	0.1032383070	0.4878667373
201.0000000000	150	22.0000000000	1.0000000000	0.3180145640	0.5454820265
201.0000000000	150	23.0000000000	0.0000000000	0.6050312311	0.6086191165
201.0000000000	150	24.0000000000	0.0000000000	0.8258032627	0.6780363556
201.0000000000	150	25.0000000000	0.0000000000	0.8246663706	0.3735869834
201.0000000000	150	26.0000000000	0.0000000000	0.6035349955	0.3525039913
201.0000000000	150	27.0000000000	0.0000000000	0.3172934042	0.5569268458
201.0000000000	150	28.0000000000	1.0000000000	0.1047322450	0.4699261053
201.0000000000	150	29.0000000000	0.0000000000	0.1059508580	0.4114788431
201.0000000000	150	30.0000000000	0.0000000000	0.3200774535	0.2770190992
201.0000000000	150	31.0000000000	0.0000000000	0.6062259442	0.3889620420
201.0000000000	150	32.0000000000	1.0000000000	0.8263301781	0.4988496974
201.0000000000	150	33.0000000000	0.0000000000	0.9046286195	0.4144464157
201.0000000000	150	34.0000000000	0.0000000000	0.7843459070	0.5246794580
201.0000000000	150	35.0000000000	1.0000000000	0.6286469927	0.6188706091
201.0000000000	150	36.0000000000	0.0000000000	0.5130259834	0.6169903618
201.0000000000	150	37.0000000000	0.0000000000	0.5136888386	0.5393982319
201.0000000000	150	38.0000000000	0.0000000000	0.6301613550	0.4468516434
201.0000000000	150	39.0000000000	1.0000000000	0.7858096279	0.4656015081
201.0000000000	150	40.0000000000	1.0000000000	0.9055336348	0.3273076701
201.0000000000	150	41.0000000000	0.0000000000	0.9716965472	0.2121753288
201.0000000000	150	42.0000000000	0.0000000000	0.9360001353	0.3383529607
201.0000000000	150	43.0000000000	0.0000000000	0.8897932245	0.5047094864
201.0000000000	150	44.0000000000	1.0000000000	0.8554802706	0.4383685883
201.0000000000	150	45.0000000000	0.0000000000	0.8556769867	0.5282374436
201.0000000000	150	46.0000000000	0.0000000000	0.8902426432	0.6468757647
201.0000000000	150	47.0000000000	0.0000000000	0.9364345251	0.5649163991
201.0000000000	150	48.0000000000	0.0000000000	0.9719651294	0.6126559169
201.0000000000	37	1.0000000000	0.0000000000	0.9712645695	0.6342009775
201.0000000000	37	2.0000000000	0.0000000000	0.9350233460	0.7029411035
201.0000000000	37	3.0000000000	0.0000000000	0.8881112085	0.6366198172
201.0000000000	37	4.0000000000	0.0000000000	0.8532745578	0.7131692621
201.0000000000	37	5.0000000000	0.0000000000	0.8534742762	0.7724016391
201.0000000000	37	6.0000000000	0.0000000000	0.8885674864	0.8142789035
201.0000000000	37	7.0000000000	0.0000000000	0.9354643657	0.8311907205
201.0000000000	37	8.0000000000	0.0000000000	0.9715372510	0.8499669709
201.0000000000	37	9.0000000000	1.0000000000	0.9037579109	0.6935455178
201.0000000000	37	10.0000000000	1.0000000000	0.7823770577	0.5105684524
201.0000000000	37	11.0000000000	0.0000000000	0.6252566648	0.5440523169
201.0000000000	37	12.0000000000	0.0000000000	0.5085800746	0.5462718959
201.0000000000	37	13.0000000000	0.0000000000	0.5092489814	0.5966475995
201.0000000000	37	14.0000000000	0.0000000000	0.6267848527	0.6958677056
201.0000000000	37	15.0000000000	0.0000000000	0.7838541419	0.7423417818
201.0000000000	37	16.0000000000	0.0000000000	0.9046711887	0.6999204455
201.0000000000	37	17.0000000000	0.0000000000	0.8241344072	0.7094126131
201.0000000000	37	18.0000000000	1.0000000000	0.6023321180	0.4775450646
201.0000000000	37	19.0000000000	1.0000000000	0.3152220679	0.4387066366
201.0000000000	37	20.0000000000	0.0000000000	0.1020159967	0.4468728682
201.0000000000	37	21.0000000000	1.0000000000	0.1032383070	0.5339185645
201.0000000000	37	22.0000000000	1.0000000000	0.3180145640	0.6611077550
201.0000000000	37	23.0000000000	0.0000000000	0.6050312311	0.7454816270
201.0000000000	37	24.0000000000	0.0000000000	0.8258032627	0.5439972160
201.0000000000	37	25.0000000000	1.0000000000	0.8246663706	0.6003046747
201.0000000000	37	26.0000000000	1.0000000000	0.6035349955	0.3980417378
201.0000000000	37	27.0000000000	0.0000000000	0.3172934042	0.4228850061
201.0000000000	37	28.0000000000	0.0000000000	0.1047322450	0.5751561231
201.0000000000	37	29.0000000000	1.0000000000	0.1059508580	0.6126769182
201.0000000000	37	30.0000000000	0.0000000000	0.3200774535	0.6842118963
201.0000000000	37	31.0000000000	1.0000000000	0.6062259442	0.6432544351
201.0000000000	37	32.0000000000	1.0000000000	0.8263301781	0.6274690761
201.0000000000	37	33.0000000000	0.0000000000	0.9046286195	0.6463284462
201.0000000000	37	34.0000000000	0.0000000000	0.7843459070	0.5224559245
201.0000000000	37	35.0000000000	0.0000000000	0.6286469927	0.3928643697
201.0000000000	37	36.0000000000	0.0000000000	0.5130259834	0.4140227965
201.0000000000	37	37.0000000000	0.0000000000	0.5136888386	0.5385167671
201.0000000000	37	38.0000000000	0.0000000000	0.6301613550	0.4637768353
201.0000000000	37	39.0000000000	0.0000000000	0.7858096279	0.4582394739
